date,Town,Count,Tests
2022-05-05,Rockland,4337,79063
2022-05-05,Rockport,910,24323
2022-05-05,Rowe,61,1481
2022-05-05,Rowley,1001,24646
2022-05-05,Royalston,224,4525
2022-05-05,Russell,381,6169
2022-05-05,Rutland,1868,39502
2022-05-05,Salem,11368,276528
2022-05-05,Salisbury,1450,25858
2022-05-05,Sandisfield,167,5412
2022-05-05,Sandwich,3480,68831
2022-05-05,Saugus,8909,152639
2022-05-05,Savoy,105,2390
2022-05-05,Scituate,2958,71984
2022-05-05,Seekonk,3017,39198
2022-05-05,Sharon,2885,88221
2022-05-05,Sheffield,465,26299
2022-05-05,Shelburne,222,16119
2022-05-05,Sherborn,540,20011
2022-05-05,Shirley,1751,25322
2022-05-05,Shrewsbury,7752,187396
2022-05-05,Shutesbury,134,10074
2022-05-05,Somerset,4832,72440
2022-05-05,Somerville,16534,976082
2022-05-05,South Hadley,3326,227578
2022-05-05,Southampton,1246,28316
2022-05-05,Southborough,1983,78615
2022-05-05,Southbridge,5067,71455
2022-05-05,Southwick,1854,30214
2022-05-05,Spencer,2508,45883
2022-05-05,Springfield,56371,868166
2022-05-05,Sterling,1642,39282
2022-05-05,Stockbridge,209,10514
2022-05-05,Stoneham,5797,127187
2022-05-05,Stoughton,6924,133982
2022-05-05,Stow,1020,29935
2022-05-05,Sturbridge,1881,33478
2022-05-05,Sudbury,2553,89734
2022-05-05,Sunderland,638,46337
2022-05-05,Sutton,1936,36595
2022-05-05,Swampscott,3175,87368
2022-05-05,Swansea,4325,61037
2022-05-05,Taunton,15257,255696
2022-05-05,Templeton,1981,34770
2022-05-05,Tewksbury,7771,156839
2022-05-05,Tisbury,1132,28604
2022-05-05,Tolland,23,449
2022-05-05,Topsfield,1222,33183
2022-05-05,Townsend,1398,27052
2022-05-05,Truro,180,5514
2022-05-05,Tyngsborough,2813,44056
2022-05-05,Tyringham,28,1028
2022-05-05,Unknown,1642,491536
2022-05-05,Upton,1203,29101
2022-05-05,Uxbridge,2553,50556
2022-05-05,Wakefield,6121,135679
2022-05-05,Wales,300,4844
2022-05-05,Walpole,5432,113704
2022-05-05,Waltham,13801,730446
2022-05-05,Ware,2422,42890
2022-05-05,Wareham,4910,81631
2022-05-05,Warren,914,15743
2022-05-05,Warwick,78,2715
2022-05-05,Washington,47,1460
2022-05-05,Watertown,5921,229798
2022-05-05,Wayland,2141,79534
2022-05-05,Webster,4664,88642
2022-05-05,Wellesley,4610,345732
2022-05-05,Wellfleet,272,7378
2022-05-05,Wendell,100,4018
2022-05-05,Wenham,974,40222
2022-05-05,West Boylston,1578,33536
2022-05-05,West Bridgewater,1902,33894
2022-05-05,West Brookfield,794,18817
2022-05-05,West Newbury,545,15095
2022-05-05,West Springfield,7500,124470
2022-05-05,West Stockbridge,142,5464
2022-05-05,West Tisbury,393,9938
2022-05-05,Westborough,3961,105167
2022-05-05,Westfield,8989,168690
2022-05-05,Westford,4053,87701
2022-05-05,Westhampton,177,3414
2022-05-05,Westminster,1675,27153
2022-05-05,Weston,1689,96952
2022-05-05,Westport,3834,56343
2022-05-05,Westwood,2745,74810
2022-05-05,Weymouth,12026,233868
2022-05-05,Whately,189,4506
2022-05-05,Whitman,3390,53871
2022-05-05,Wilbraham,3901,93894
2022-05-05,Williamsburg,334,18609
2022-05-05,Williamstown,1496,198714
2022-05-05,Wilmington,5318,101610
2022-05-05,Winchendon,2321,38288
2022-05-05,Winchester,3961,152720
2022-05-05,Windsor,88,2373
2022-05-05,Winthrop,5109,122241
2022-05-05,Woburn,10308,202479
2022-05-05,Worcester,55666,1910952
2022-05-05,Worthington,118,4261
2022-05-05,Wrentham,2319,57766
2022-05-05,Yarmouth,4377,86338
2022-05-05,All of Massachusetts,1629932,44025221
2022-05-12,Abington,3968,66025
2022-05-12,Acton,3107,99178
2022-05-12,Acushnet,3253,45468
2022-05-12,Adams,1668,36427
2022-05-12,Agawam,7262,131732
2022-05-12,Alford,35,618
2022-05-12,Amesbury,2632,61635
2022-05-12,Amherst,8589,789647
2022-05-12,Andover,6914,180430
2022-05-12,Aquinnah,22,930
2022-05-12,Arlington,5581,271034
2022-05-12,Ashburnham,1477,32481
2022-05-12,Ashby,568,8993
2022-05-12,Ashfield,153,6353
2022-05-12,Ashland,3744,94116
2022-05-12,Athol,3162,53345
2022-05-12,Attleboro,10433,173584
2022-05-12,Auburn,4179,86782
2022-05-12,Avon,1163,18671
2022-05-12,Ayer,2027,52137
2022-05-12,Barnstable,9783,165333
2022-05-12,Barre,1105,20293
2022-05-12,Becket,258,7422
2022-05-12,Bedford,2918,102506
2022-05-12,Belchertown,2869,82792
2022-05-12,Bellingham,3470,56624
2022-05-12,Belmont,3858,174873
2022-05-12,Berkley,1796,24708
2022-05-12,Berlin,656,13697
2022-05-12,Bernardston,321,10600
2022-05-12,Beverly,9189,281777
2022-05-12,Billerica,9707,172998
2022-05-12,Blackstone,1915,30888
2022-05-12,Blandford,223,3682
2022-05-12,Bolton,821,23324
2022-05-12,Boston,182201,7558257
2022-05-12,Bourne,3637,89649
2022-05-12,Boxborough,680,21245
2022-05-12,Boxford,1436,34679
2022-05-12,Boylston,848,20835
2022-05-12,Braintree,9157,190764
2022-05-12,Brewster,1454,39788
2022-05-12,Bridgewater,6585,132665
2022-05-12,Brimfield,683,12646
2022-05-12,Brockton,29740,493607
2022-05-12,Brookfield,672,12823
2022-05-12,Brookline,8369,517047
2022-05-12,Buckland,215,1623
2022-05-12,Burlington,5426,121511
2022-05-12,Cambridge,24942,2394693
2022-05-12,Canton,4877,113646
2022-05-12,Carlisle,761,24501
2022-05-12,Carver,2267,35822
2022-05-12,Charlemont,150,4982
2022-05-12,Charlton,2858,57486
2022-05-12,Chatham,830,18998
2022-05-12,Chelmsford,7413,144769
2022-05-12,Chelsea,15522,252031
2022-05-12,Cheshire,622,13328
2022-05-12,Chester,200,3456
2022-05-12,Chesterfield,137,3978
2022-05-12,Chicopee,16357,257875
2022-05-12,Chilmark,112,6346
2022-05-12,Clarksburg,318,4453
2022-05-12,Clinton,3649,55010
2022-05-12,Cohasset,1215,32712
2022-05-12,Colrain,233,6401
2022-05-12,Concord,2778,115358
2022-05-12,Conway,174,8158
2022-05-12,Cummington,94,3703
2022-05-12,Dalton,1321,33089
2022-05-12,Danvers,7494,155996
2022-05-12,Dartmouth,8880,155306
2022-05-12,Dedham,5284,138653
2022-05-12,Deerfield,672,61003
2022-05-12,Dennis,2328,44701
2022-05-12,Dighton,1791,27887
2022-05-12,Douglas,1678,30245
2022-05-12,Dover,810,28979
2022-05-12,Dracut,8909,133772
2022-05-12,Dudley,2776,80973
2022-05-12,Dunstable,516,9853
2022-05-12,Duxbury,2615,60199
2022-05-12,East Bridgewater,3212,54609
2022-05-12,East Brookfield,493,7504
2022-05-12,East Longmeadow,4154,77675
2022-05-12,Eastham,485,11972
2022-05-12,Easthampton,3188,119685
2022-05-12,Easton,5449,208564
2022-05-12,Edgartown,1039,22344
2022-05-12,Egremont,96,2969
2022-05-12,Erving,307,8051
2022-05-12,Essex,566,13015
2022-05-12,Everett,16550,258007
2022-05-12,Fairhaven,4528,79250
2022-05-12,Fall River,30211,418960
2022-05-12,Falmouth,4495,120503
2022-05-12,Fitchburg,11637,186310
2022-05-12,Florida,103,1813
2022-05-12,Foxborough,3557,90510
2022-05-12,Framingham,18641,401780
2022-05-12,Franklin,5737,164477
2022-05-12,Freetown,2404,34522
2022-05-12,Gardner,5984,90176
2022-05-12,Georgetown,1555,31865
2022-05-12,Gill,238,9590
2022-05-12,Gloucester,5522,108992
2022-05-12,Goshen,70,2551
2022-05-12,Gosnold,10,152
2022-05-12,Grafton,3339,93321
2022-05-12,Granby,1199,29654
2022-05-12,Granville,275,4614
2022-05-12,Great Barrington,1370,54724
2022-05-12,Greenfield,3384,102911
2022-05-12,Groton,1644,59882
2022-05-12,Groveland,1161,22118
2022-05-12,Hadley,906,51986
2022-05-12,Halifax,1507,24010
2022-05-12,Hamilton,1085,32923
2022-05-12,Hampden,1200,23923
2022-05-12,Hancock,48,685
2022-05-12,Hanover,4216,64160
2022-05-12,Hanson,2292,37148
2022-05-12,Hardwick,431,8649
2022-05-12,Harvard,635,21763
2022-05-12,Harwich,2078,42734
2022-05-12,Hatfield,530,17297
2022-05-12,Haverhill,18335,304713
2022-05-12,Hawley,22,243
2022-05-12,Heath,92,1837
2022-05-12,Hingham,4438,114386
2022-05-12,Hinsdale,359,9004
2022-05-12,Holbrook,2680,47253
2022-05-12,Holden,4083,98031
2022-05-12,Holland,470,8003
2022-05-12,Holliston,2418,62984
2022-05-12,Holyoke,13274,242914
2022-05-12,Hopedale,1169,24378
2022-05-12,Hopkinton,3382,81754
2022-05-12,Hubbardston,800,15472
2022-05-12,Hudson,4692,81019
2022-05-12,Hull,1413,33428
2022-05-12,Huntington,382,8774
2022-05-12,Ipswich,2082,58770
2022-05-12,Kingston,2956,61641
2022-05-12,Lakeville,2738,42423
2022-05-12,Lancaster,1445,31285
2022-05-12,Lanesborough,512,11995
2022-05-12,Lawrence,37199,412236
2022-05-12,Lee,1123,24917
2022-05-12,Leicester,2953,58435
2022-05-12,Lenox,807,29104
2022-05-12,Leominster,11131,184167
2022-05-12,Leverett,210,15125
2022-05-12,Lexington,4379,180064
2022-05-12,Leyden,86,954
2022-05-12,Lincoln,646,32472
2022-05-12,Littleton,1870,47165
2022-05-12,Longmeadow,2990,84612
2022-05-12,Lowell,35909,523536
2022-05-12,Ludlow,5982,94435
2022-05-12,Lunenburg,2103,39967
2022-05-12,Lynn,33452,473439
2022-05-12,Lynnfield,3171,62786
2022-05-12,Malden,16102,359013
2022-05-12,Manchester,662,22428
2022-05-12,Mansfield,4394,92216
2022-05-12,Marblehead,3746,109109
2022-05-12,Marion,1262,45783
2022-05-12,Marlborough,11364,192744
2022-05-12,Marshfield,4527,83245
2022-05-12,Mashpee,2548,55879
2022-05-12,Mattapoisett,1291,25524
2022-05-12,Maynard,1749,46328
2022-05-12,Medfield,1824,58393
2022-05-12,Medford,14767,600871
2022-05-12,Medway,2276,53828
2022-05-12,Melrose,6170,177895
2022-05-12,Mendon,1014,21059
2022-05-12,Merrimac,995,21973
2022-05-12,Methuen,16513,242364
2022-05-12,Middleborough,5543,99824
2022-05-12,Middlefield,30,739
2022-05-12,Middleton,3202,49319
2022-05-12,Milford,7004,117764
2022-05-12,Millbury,3156,58011
2022-05-12,Millis,1210,30416
2022-05-12,Millville,621,10614
2022-05-12,Milton,6041,198510
2022-05-12,Monroe,12,207
2022-05-12,Monson,1836,30511
2022-05-12,Montague,1396,40477
2022-05-12,Monterey,94,3486
2022-05-12,Montgomery,72,1233
2022-05-12,Mount Washington,16,152
2022-05-12,Nahant,645,19232
2022-05-12,Nantucket,3475,49557
2022-05-12,Natick,6079,194956
2022-05-12,Needham,5274,207592
2022-05-12,New Ashford,27,386
2022-05-12,New Bedford,33508,443331
2022-05-12,New Braintree,127,3027
2022-05-12,New Marlborough,137,3169
2022-05-12,New Salem,130,3728
2022-05-12,Newbury,827,26976
2022-05-12,Newburyport,2476,75407
2022-05-12,Newton,14140,957884
2022-05-12,Norfolk,2046,41216
2022-05-12,North Adams,2783,79556
2022-05-12,North Andover,7066,274090
2022-05-12,North Attleborough,5752,100436
2022-05-12,North Brookfield,888,16540
2022-05-12,North Reading,3671,74855
2022-05-12,Northampton,4534,420198
2022-05-12,Northborough,3341,80729
2022-05-12,Northbridge,3442,75098
2022-05-12,Northfield,365,13298
2022-05-12,Norton,3873,169804
2022-05-12,Norwell,2167,48437
2022-05-12,Norwood,6754,143985
2022-05-12,Oak Bluffs,825,15002
2022-05-12,Oakham,301,6912
2022-05-12,Orange,1726,31697
2022-05-12,Orleans,771,16426
2022-05-12,Otis,236,4842
2022-05-12,Oxford,2878,50364
2022-05-12,Palmer,3033,50875
2022-05-12,Paxton,1130,51732
2022-05-12,Peabody,15334,289278
2022-05-12,Pelham,101,4113
2022-05-12,Pembroke,3721,64012
2022-05-12,Pepperell,1725,33110
2022-05-12,Peru,86,1378
2022-05-12,Petersham,202,4672
2022-05-12,Phillipston,336,5085
2022-05-12,Pittsfield,10760,232047
2022-05-12,Plainfield,66,2121
2022-05-12,Plainville,1696,33549
2022-05-12,Plymouth,13500,250312
2022-05-12,Plympton,517,9122
2022-05-12,Princeton,487,14717
2022-05-12,Provincetown,456,14539
2022-05-12,Quincy,19291,454000
2022-05-12,Randolph,9861,187763
2022-05-12,Raynham,3840,63901
2022-05-12,Reading,5393,122122
2022-05-12,Rehoboth,2527,35517
2022-05-12,Revere,21788,336896
2022-05-12,Richmond,157,4811
2022-05-12,Rochester,1374,21418
2022-05-12,Rockland,4387,79826
2022-05-12,Rockport,945,24565
2022-05-12,Rowe,67,1497
2022-05-12,Rowley,1019,24921
2022-05-12,Royalston,231,4569
2022-05-12,Russell,387,6218
2022-05-12,Rutland,1893,39835
2022-05-12,Salem,11522,278535
2022-05-12,Salisbury,1471,26052
2022-05-12,Sandisfield,182,5488
2022-05-12,Sandwich,3561,69532
2022-05-12,Saugus,8977,153700
2022-05-12,Savoy,111,2419
2022-05-12,Scituate,3004,72519
2022-05-12,Seekonk,3058,39448
2022-05-12,Sharon,2952,89054
2022-05-12,Sheffield,493,26451
2022-05-12,Shelburne,223,16179
2022-05-12,Sherborn,553,20178
2022-05-12,Shirley,1762,25583
2022-05-12,Shrewsbury,7916,188720
2022-05-12,Shutesbury,140,10152
2022-05-12,Somerset,4862,73112
2022-05-12,Somerville,16966,982968
2022-05-12,South Hadley,3401,230681
2022-05-12,Southampton,1264,28611
2022-05-12,Southborough,2039,79023
2022-05-12,Southbridge,5115,72113
2022-05-12,Southwick,1881,30443
2022-05-12,Spencer,2540,46212
2022-05-12,Springfield,56945,874564
2022-05-12,Sterling,1659,39603
2022-05-12,Stockbridge,224,10671
2022-05-12,Stoneham,5901,128097
2022-05-12,Stoughton,7006,135171
2022-05-12,Stow,1032,30170
2022-05-12,Sturbridge,1913,33729
2022-05-12,Sudbury,2612,90433
2022-05-12,Sunderland,657,46599
2022-05-12,Sutton,1954,36830
2022-05-12,Swampscott,3252,88070
2022-05-12,Swansea,4380,61526
2022-05-12,Taunton,15382,258056
2022-05-12,Templeton,2009,35042
2022-05-12,Tewksbury,7825,157776
2022-05-12,Tisbury,1157,28823
2022-05-12,Tolland,24,451
2022-05-12,Topsfield,1246,33421
2022-05-12,Townsend,1423,27302
2022-05-12,Truro,181,5546
2022-05-12,Tyngsborough,2850,44355
2022-05-12,Tyringham,28,1031
2022-05-12,Unknown,1663,493555
2022-05-12,Upton,1233,29344
2022-05-12,Uxbridge,2587,50940
2022-05-12,Wakefield,6228,136587
2022-05-12,Wales,302,4881
2022-05-12,Walpole,5494,114456
2022-05-12,Waltham,14051,736521
2022-05-12,Ware,2456,43298
2022-05-12,Wareham,4968,82408
2022-05-12,Warren,923,15902
2022-05-12,Warwick,78,2734
2022-05-12,Washington,48,1473
2022-05-12,Watertown,6054,231833
2022-05-12,Wayland,2214,80303
2022-05-12,Webster,4718,89399
2022-05-12,Wellesley,4749,347086
2022-05-12,Wellfleet,276,7417
2022-05-12,Wendell,101,4052
2022-05-12,Wenham,1015,40829
2022-05-12,West Boylston,1590,33756
2022-05-12,West Bridgewater,1920,34155
2022-05-12,West Brookfield,806,18993
2022-05-12,West Newbury,553,15215
2022-05-12,West Springfield,7578,125328
2022-05-12,West Stockbridge,147,5503
2022-05-12,West Tisbury,399,10004
2022-05-12,Westborough,4014,105825
2022-05-12,Westfield,9132,170162
2022-05-12,Westford,4124,88364
2022-05-12,Westhampton,178,3440
2022-05-12,Westminster,1691,27369
2022-05-12,Weston,1734,97411
2022-05-12,Westport,3874,56739
2022-05-12,Westwood,2795,75359
2022-05-12,Weymouth,12181,235580
2022-05-12,Whately,191,4546
2022-05-12,Whitman,3424,54270
2022-05-12,Wilbraham,3959,94696
2022-05-12,Williamsburg,339,18808
2022-05-12,Williamstown,1571,201129
2022-05-12,Wilmington,5389,102452
2022-05-12,Winchendon,2345,38673
2022-05-12,Winchester,4076,154130
2022-05-12,Windsor,94,2395
2022-05-12,Winthrop,5180,123003
2022-05-12,Woburn,10420,204110
2022-05-12,Worcester,56413,1926296
2022-05-12,Worthington,118,4294
2022-05-12,Wrentham,2353,58227
2022-05-12,Yarmouth,4468,87180
2022-05-12,All of Massachusetts,1653674,44360708
2022-05-19,Abington,4026,66674
2022-05-19,Acton,3205,100116
2022-05-19,Acushnet,3285,45761
2022-05-19,Adams,1712,36846
2022-05-19,Agawam,7383,132766
2022-05-19,Alford,37,623
2022-05-19,Amesbury,2666,62167
2022-05-19,Amherst,8904,794366
2022-05-19,Andover,7103,181825
2022-05-19,Aquinnah,22,936
2022-05-19,Arlington,5766,273877
2022-05-19,Ashburnham,1490,32678
2022-05-19,Ashby,570,9047
2022-05-19,Ashfield,155,6410
2022-05-19,Ashland,3812,94805
2022-05-19,Athol,3199,53890
2022-05-19,Attleboro,10581,175104
2022-05-19,Auburn,4240,87612
2022-05-19,Avon,1175,18827
2022-05-19,Ayer,2064,52776
2022-05-19,Barnstable,9954,166866
2022-05-19,Barre,1127,20494
2022-05-19,Becket,267,7495
2022-05-19,Bedford,3001,103329
2022-05-19,Belchertown,2922,83539
2022-05-19,Bellingham,3513,57130
2022-05-19,Belmont,4013,176763
2022-05-19,Berkley,1818,24895
2022-05-19,Berlin,659,13792
2022-05-19,Bernardston,323,10658
2022-05-19,Beverly,9347,283530
2022-05-19,Billerica,9958,174527
2022-05-19,Blackstone,1936,31147
2022-05-19,Blandford,227,3712
2022-05-19,Bolton,839,23498
2022-05-19,Boston,185172,7597230
2022-05-19,Bourne,3702,90396
2022-05-19,Boxborough,692,21462
2022-05-19,Boxford,1482,35008
2022-05-19,Boylston,859,20993
2022-05-19,Braintree,9284,192173
2022-05-19,Brewster,1494,40210
2022-05-19,Bridgewater,6667,133483
2022-05-19,Brimfield,690,12746
2022-05-19,Brockton,29970,498335
2022-05-19,Brookfield,679,12933
2022-05-19,Brookline,8656,520964
2022-05-19,Buckland,217,1636
2022-05-19,Burlington,5554,122553
2022-05-19,Cambridge,25853,2408450
2022-05-19,Canton,4952,114419
2022-05-19,Carlisle,801,24769
2022-05-19,Carver,2306,36161
2022-05-19,Charlemont,154,5019
2022-05-19,Charlton,2901,57981
2022-05-19,Chatham,846,19173
2022-05-19,Chelmsford,7623,146340
2022-05-19,Chelsea,15598,254297
2022-05-19,Cheshire,641,13466
2022-05-19,Chester,205,3492
2022-05-19,Chesterfield,141,4017
2022-05-19,Chicopee,16644,260285
2022-05-19,Chilmark,114,6379
2022-05-19,Clarksburg,322,4488
2022-05-19,Clinton,3695,55501
2022-05-19,Cohasset,1239,32902
2022-05-19,Colrain,240,6444
2022-05-19,Concord,2845,116271
2022-05-19,Conway,184,8231
2022-05-19,Cummington,98,3737
2022-05-19,Dalton,1368,33443
2022-05-19,Danvers,7622,157566
2022-05-19,Dartmouth,9012,156505
2022-05-19,Dedham,5381,139719
2022-05-19,Deerfield,696,61287
2022-05-19,Dennis,2366,45140
2022-05-19,Dighton,1819,28115
2022-05-19,Douglas,1707,30480
2022-05-19,Dover,843,29171
2022-05-19,Dracut,9154,135358
2022-05-19,Dudley,2803,81307
2022-05-19,Dunstable,528,9932
2022-05-19,Duxbury,2669,60661
2022-05-19,East Bridgewater,3260,55029
2022-05-19,East Brookfield,500,7559
2022-05-19,East Longmeadow,4236,78443
2022-05-19,Eastham,507,12087
2022-05-19,Easthampton,3287,121024
2022-05-19,Easton,5545,209662
2022-05-19,Edgartown,1053,22481
2022-05-19,Egremont,100,3001
2022-05-19,Erving,309,8102
2022-05-19,Essex,576,13150
2022-05-19,Everett,16722,259946
2022-05-19,Fairhaven,4576,80007
2022-05-19,Fall River,30482,422595
2022-05-19,Falmouth,4602,121639
2022-05-19,Fitchburg,11734,187865
2022-05-19,Florida,110,1842
2022-05-19,Foxborough,3602,90964
2022-05-19,Framingham,18984,405689
2022-05-19,Franklin,5845,165403
2022-05-19,Freetown,2431,34811
2022-05-19,Gardner,6050,91056
2022-05-19,Georgetown,1569,32111
2022-05-19,Gill,241,9639
2022-05-19,Gloucester,5683,110025
2022-05-19,Goshen,73,2577
2022-05-19,Gosnold,10,152
2022-05-19,Grafton,3408,93977
2022-05-19,Granby,1230,29946
2022-05-19,Granville,277,4646
2022-05-19,Great Barrington,1423,55262
2022-05-19,Greenfield,3444,103765
2022-05-19,Groton,1687,60501
2022-05-19,Groveland,1176,22300
2022-05-19,Hadley,935,52333
2022-05-19,Halifax,1535,24211
2022-05-19,Hamilton,1103,33263
2022-05-19,Hampden,1215,24179
2022-05-19,Hancock,50,697
2022-05-19,Hanover,4302,64711
2022-05-19,Hanson,2317,37394
2022-05-19,Hardwick,436,8737
2022-05-19,Harvard,651,21972
2022-05-19,Harwich,2132,43179
2022-05-19,Hatfield,544,17477
2022-05-19,Haverhill,18556,307885
2022-05-19,Hawley,23,244
2022-05-19,Heath,92,1847
2022-05-19,Hingham,4540,115102
2022-05-19,Hinsdale,371,9099
2022-05-19,Holbrook,2728,47683
2022-05-19,Holden,4163,98780
2022-05-19,Holland,478,8081
2022-05-19,Holliston,2488,63541
2022-05-19,Holyoke,13500,245328
2022-05-19,Hopedale,1194,24598
2022-05-19,Hopkinton,3476,82504
2022-05-19,Hubbardston,807,15582
2022-05-19,Hudson,4748,81759
2022-05-19,Hull,1439,33691
2022-05-19,Huntington,394,8890
2022-05-19,Ipswich,2128,59417
2022-05-19,Kingston,2991,62196
2022-05-19,Lakeville,2765,42750
2022-05-19,Lancaster,1461,31523
2022-05-19,Lanesborough,531,12145
2022-05-19,Lawrence,37440,414970
2022-05-19,Lee,1148,25210
2022-05-19,Leicester,2989,58852
2022-05-19,Lenox,846,29437
2022-05-19,Leominster,11252,185840
2022-05-19,Leverett,213,15234
2022-05-19,Lexington,4563,181799
2022-05-19,Leyden,87,961
2022-05-19,Lincoln,664,32755
2022-05-19,Littleton,1930,47751
2022-05-19,Longmeadow,3051,85390
2022-05-19,Lowell,36477,529483
2022-05-19,Ludlow,6110,95256
2022-05-19,Lunenburg,2125,40330
2022-05-19,Lynn,33738,477398
2022-05-19,Lynnfield,3234,63213
2022-05-19,Malden,16336,361968
2022-05-19,Manchester,694,22631
2022-05-19,Mansfield,4461,92855
2022-05-19,Marblehead,3853,109983
2022-05-19,Marion,1279,45981
2022-05-19,Marlborough,11471,194149
2022-05-19,Marshfield,4583,83813
2022-05-19,Mashpee,2593,56436
2022-05-19,Mattapoisett,1312,25748
2022-05-19,Maynard,1783,46761
2022-05-19,Medfield,1865,58952
2022-05-19,Medford,15058,604324
2022-05-19,Medway,2323,54220
2022-05-19,Melrose,6308,179245
2022-05-19,Mendon,1030,21224
2022-05-19,Merrimac,1005,22119
2022-05-19,Methuen,16749,244499
2022-05-19,Middleborough,5602,100637
2022-05-19,Middlefield,30,748
2022-05-19,Middleton,3238,49730
2022-05-19,Milford,7098,118856
2022-05-19,Millbury,3196,58475
2022-05-19,Millis,1243,30650
2022-05-19,Millville,626,10717
2022-05-19,Milton,6145,199631
2022-05-19,Monroe,12,207
2022-05-19,Monson,1876,30806
2022-05-19,Montague,1415,40772
2022-05-19,Monterey,100,3530
2022-05-19,Montgomery,73,1245
2022-05-19,Mount Washington,16,155
2022-05-19,Nahant,663,19356
2022-05-19,Nantucket,3494,49831
2022-05-19,Natick,6257,196708
2022-05-19,Needham,5465,209386
2022-05-19,New Ashford,27,389
2022-05-19,New Bedford,33831,447345
2022-05-19,New Braintree,131,3051
2022-05-19,New Marlborough,149,3222
2022-05-19,New Salem,130,3754
2022-05-19,Newbury,841,27143
2022-05-19,Newburyport,2526,75876
2022-05-19,Newton,14510,962690
2022-05-19,Norfolk,2080,41525
2022-05-19,North Adams,2860,80408
2022-05-19,North Andover,7192,275117
2022-05-19,North Attleborough,5838,101222
2022-05-19,North Brookfield,898,16654
2022-05-19,North Reading,3750,75548
2022-05-19,Northampton,4696,424306
2022-05-19,Northborough,3398,81270
2022-05-19,Northbridge,3515,75716
2022-05-19,Northfield,368,13386
2022-05-19,Norton,3923,170637
2022-05-19,Norwell,2209,48845
2022-05-19,Norwood,6882,145234
2022-05-19,Oak Bluffs,835,15086
2022-05-19,Oakham,305,6959
2022-05-19,Orange,1748,31995
2022-05-19,Orleans,792,16585
2022-05-19,Otis,245,4879
2022-05-19,Oxford,2925,50784
2022-05-19,Palmer,3087,51394
2022-05-19,Paxton,1151,51922
2022-05-19,Peabody,15564,291847
2022-05-19,Pelham,102,4154
2022-05-19,Pembroke,3793,64582
2022-05-19,Pepperell,1750,33394
2022-05-19,Peru,86,1394
2022-05-19,Petersham,205,4701
2022-05-19,Phillipston,338,5132
2022-05-19,Pittsfield,11141,234956
2022-05-19,Plainfield,70,2155
2022-05-19,Plainville,1728,33813
2022-05-19,Plymouth,13665,252265
2022-05-19,Plympton,523,9208
2022-05-19,Princeton,497,14812
2022-05-19,Provincetown,459,14584
2022-05-19,Quincy,19664,457842
2022-05-19,Randolph,10008,189704
2022-05-19,Raynham,3898,64457
2022-05-19,Reading,5519,122984
2022-05-19,Rehoboth,2552,35747
2022-05-19,Revere,22008,339218
2022-05-19,Richmond,159,4869
2022-05-19,Rochester,1388,21582
2022-05-19,Rockland,4441,80754
2022-05-19,Rockport,976,24885
2022-05-19,Rowe,67,1511
2022-05-19,Rowley,1042,25232
2022-05-19,Royalston,236,4611
2022-05-19,Russell,390,6278
2022-05-19,Rutland,1925,40190
2022-05-19,Salem,11736,280603
2022-05-19,Salisbury,1488,26267
2022-05-19,Sandisfield,188,5540
2022-05-19,Sandwich,3623,70243
2022-05-19,Saugus,9077,154787
2022-05-19,Savoy,112,2451
2022-05-19,Scituate,3060,73092
2022-05-19,Seekonk,3096,39712
2022-05-19,Sharon,3052,89899
2022-05-19,Sheffield,513,26583
2022-05-19,Shelburne,230,16286
2022-05-19,Sherborn,570,20354
2022-05-19,Shirley,1779,25812
2022-05-19,Shrewsbury,8088,190066
2022-05-19,Shutesbury,147,10225
2022-05-19,Somerset,4923,73894
2022-05-19,Somerville,17380,988738
2022-05-19,South Hadley,3479,232443
2022-05-19,Southampton,1292,28930
2022-05-19,Southborough,2107,79611
2022-05-19,Southbridge,5173,72834
2022-05-19,Southwick,1915,30690
2022-05-19,Spencer,2569,46566
2022-05-19,Springfield,57786,882122
2022-05-19,Sterling,1683,40009
2022-05-19,Stockbridge,231,10843
2022-05-19,Stoneham,6015,129044
2022-05-19,Stoughton,7130,136564
2022-05-19,Stow,1068,30466
2022-05-19,Sturbridge,1936,33979
2022-05-19,Sudbury,2721,91227
2022-05-19,Sunderland,672,46834
2022-05-19,Sutton,1986,37102
2022-05-19,Swampscott,3336,88811
2022-05-19,Swansea,4429,62037
2022-05-19,Taunton,15578,260542
2022-05-19,Templeton,2029,35398
2022-05-19,Tewksbury,8066,159198
2022-05-19,Tisbury,1167,29054
2022-05-19,Tolland,24,454
2022-05-19,Topsfield,1278,33751
2022-05-19,Townsend,1442,27530
2022-05-19,Truro,182,5579
2022-05-19,Tyngsborough,2920,44809
2022-05-19,Tyringham,29,1040
2022-05-19,Unknown,1673,495940
2022-05-19,Upton,1263,29622
2022-05-19,Uxbridge,2616,51364
2022-05-19,Wakefield,6324,137537
2022-05-19,Wales,307,4938
2022-05-19,Walpole,5563,115239
2022-05-19,Waltham,14304,742065
2022-05-19,Ware,2482,43721
2022-05-19,Wareham,5028,83161
2022-05-19,Warren,931,16058
2022-05-19,Warwick,79,2752
2022-05-19,Washington,54,1493
2022-05-19,Watertown,6207,233901
2022-05-19,Wayland,2313,81112
2022-05-19,Webster,4781,90320
2022-05-19,Wellesley,4873,348376
2022-05-19,Wellfleet,279,7458
